"","beg","end","IBI","len","durn","mean.isis","SI"
"294",9177,9210,0.0606999999999971,34,0.067300000000003,0.00197941176470597,1
"295",9211,9241,0.0995000000000061,31,0.0255999999999972,0.000825806451612812,1
"296",9242,9246,0.0848000000000013,5,0.00369999999999493,0.000739999999998986,1
"297",9247,9283,0.159499999999994,37,0.044700000000006,0.00120810810810827,1
"298",9284,9303,0.320099999999996,20,0.0204000000000093,0.00102000000000046,1
"299",9304,9339,0.290299999999988,36,0.0308000000000135,0.00085555555555593,1
"300",9340,9369,0.97359999999999,30,0.0202000000000027,0.000673333333333422,1
"301",9370,9374,0.0254999999999939,5,0.0132000000000119,0.00264000000000237,1
"302",9375,9394,0.320399999999992,20,0.015500000000003,0.000775000000000148,1
"303",9395,9427,0.125500000000002,33,0.0249999999999915,0.000757575757575499,1
"304",9428,9451,0.0757000000000119,24,0.0281999999999982,0.00117499999999993,1
"305",9452,9469,0.308999999999997,18,0.0103000000000009,0.00057222222222227,1
"306",9470,9480,0.03479999999999,11,0.0205000000000126,0.00186363636363751,1
"307",9481,9511,0.0225999999999971,31,0.0371999999999986,0.00119999999999995,1
"308",9513,9530,0.137799999999999,18,0.0233000000000061,0.00129444444444478,1
"309",9531,9536,0.0705999999999989,6,0.0143999999999949,0.00239999999999914,1
"310",9537,9559,0.110399999999998,23,0.0212000000000074,0.000921739130435106,1
"311",9560,9587,0.362799999999993,28,0.0150000000000006,0.000535714285714306,1
"312",9588,9590,0.0250000000000057,3,0.00329999999999586,0.00109999999999862,1
"313",9591,9613,0.1584,23,0.0238999999999976,0.0010391304347825,1
"314",9614,9693,0.569500000000005,80,0.0435999999999979,0.000544999999999973,1
"315",9695,9722,0.066599999999994,28,0.0686000000000035,0.00245000000000013,1
"316",9727,9763,0.235699999999994,37,0.0392000000000081,0.00105945945945968,1
"317",9764,9790,0.330399999999997,27,0.0229999999999961,0.000851851851851709,1
"318",9791,9832,0.217500000000001,42,0.0592000000000041,0.00140952380952391,1
"319",9833,9859,0.3626,27,0.0121999999999929,0.000451851851851588,1
"320",9860,9874,0.0424000000000007,15,0.01400000000001,0.000933333333334,1
"321",9875,9895,0.181100000000001,21,0.0382999999999925,0.00182380952380916,1
"322",9896,9914,0.0339000000000027,19,0.0224999999999937,0.00118421052631546,1
"323",9916,9938,0.207800000000006,23,0.0169000000000068,0.000734782608695948,1
"324",9939,9956,0.142299999999992,18,0.0189000000000021,0.00105000000000012,1
"325",9957,9980,0.316199999999995,24,0.0153000000000105,0.000637500000000439,1
"326",9981,9996,0.123899999999992,16,0.020300000000006,0.00126875000000037,1
"327",9997,10083,0.589199999999991,87,0.0653000000000077,0.000750574712643767,1
"328",10086,10113,0.253199999999993,28,0.0199000000000069,0.000710714285714533,1
"329",10114,10136,0.328999999999994,23,0.0168000000000035,0.000730434782608847,1
"330",10137,10179,1.0775,43,0.0217999999999989,0.000506976744186022,1
"331",10180,10216,0.136499999999998,37,0.046999999999997,0.00127027027027019,1
"332",10217,10247,0.337100000000007,31,0.0197000000000003,0.000635483870967751,1
"333",10248,10331,0.381500000000003,84,0.054000000000002,0.000642857142857167,1
"334",10332,10351,0.187999999999988,20,0.0205000000000126,0.00102500000000063,1
"335",10352,10379,0.171499999999995,28,0.0264999999999986,0.000946428571428523,1
"336",10380,10403,0.194599999999994,24,0.0252000000000123,0.00105000000000051,1
"337",10404,10427,0.329599999999999,24,0.0167000000000002,0.00069583333333334,1
"338",10428,10457,0.117799999999988,30,0.031800000000004,0.00106000000000013,1
"339",10458,10483,0.107399999999998,26,0.0268999999999977,0.0010346153846153,1
"340",10484,10501,0.141100000000009,18,0.0185000000000031,0.00102777777777795,1
"341",10502,10538,0.252399999999994,37,0.033299999999997,0.000899999999999919,1
"342",10539,10557,0.243099999999998,19,0.0132000000000119,0.000694736842105888,1
"343",10558,10584,0.262999999999991,27,0.0187999999999988,0.000696296296296253,1
"344",10585,10612,0.162100000000009,28,0.0157999999999987,0.000564285714285668,1
"345",10613,10634,0.280599999999993,22,0.0144999999999982,0.000659090909090826,1
"346",10635,10666,0.134,32,0.0247000000000099,0.000771875000000311,1
"347",10667,10690,0.087299999999999,24,0.0213999999999999,0.000891666666666661,1
"348",10691,10693,0.0204999999999984,3,0.00509999999999877,0.00169999999999959,1
"349",10694,10711,0.114899999999992,18,0.0217000000000098,0.0012055555555561,1
"350",10712,10771,0.567599999999999,60,0.0322000000000031,0.000536666666666719,1
"351",10772,10799,0.35329999999999,28,0.0198000000000036,0.000707142857142985,1
"352",10801,10865,0.408799999999999,65,0.0471000000000004,0.00072461538461539,1
"353",10866,10878,0.171800000000005,13,0.012999999999991,0.000999999999999309,1
"354",10880,10912,0.692599999999999,33,0.020700000000005,0.00062727272727288,1
"355",10913,10976,0.082099999999997,64,0.0731999999999999,0.00114375,1
"356",10977,11012,0.241399999999999,36,0.0189000000000021,0.000525000000000059,1
"357",11013,11039,0.0919999999999987,27,0.0237000000000052,0.000877777777777969,1
"358",11040,11074,0.0384999999999991,35,0.0343000000000018,0.000980000000000051,1
"359",11075,11094,0.0876999999999981,20,0.0178999999999974,0.000894999999999868,1
"360",11095,11127,0.254600000000011,33,0.0252999999999872,0.000766666666666279,1
"361",11128,11155,0.247400000000013,28,0.0163999999999902,0.000585714285713936,1
"362",11156,11181,0.247600000000006,26,0.0182999999999964,0.000703846153846017,1
"363",11182,11204,0.159199999999998,23,0.0232000000000028,0.00100869565217403,1
